youtube_id,time_start,time_end,vatex_vid
zfs46y4fr3s,0,10,zfs46y4fr3s_000000_000010
i-xbj78-_us,0,10,i-xbj78-_us_000000_000010
5Jr_4O1r6Zs,4,14,5Jr_4O1r6Zs_000004_000014
jFTpT0MRzyI,0,10,jFTpT0MRzyI_000000_000010
0UMTccBHAyg,6,16,0UMTccBHAyg_000006_000016
_15NNmNdLxk,106,116,_15NNmNdLxk_000106_000116
p76Q3AMzcTQ,0,10,p76Q3AMzcTQ_000000_000010
T8vx-FqQE50,0,10,T8vx-FqQE50_000000_000010
9MjGDCqTc-0,0,10,9MjGDCqTc-0_000000_000010
NAQfw1rw638,0,10,NAQfw1rw638_000000_000010
975t902fWmQ,0,10,975t902fWmQ_000000_000010
7jOcZ7m5qrs,36,46,7jOcZ7m5qrs_000036_000046
i9QG-CIscQg,102,112,i9QG-CIscQg_000102_000112
BsUkgQsHJrE,2,12,BsUkgQsHJrE_000002_000012
0uwcQ6rUbwk,12,22,0uwcQ6rUbwk_000012_000022
XQL5AvGKXeU,25,35,XQL5AvGKXeU_000025_000035
ZiMpzt0Kwtk,3,13,ZiMpzt0Kwtk_000003_000013
-oEGRKfiMuU,15,25,-oEGRKfiMuU_000015_000025
bvvWz6ztDhg,184,194,bvvWz6ztDhg_000184_000194
f4ZAMngiXts,25,35,f4ZAMngiXts_000025_000035
zE2Xpa8XAtE,48,58,zE2Xpa8XAtE_000048_000058
SnMgdHg86z4,53,63,SnMgdHg86z4_000053_000063
n0OZo2zXwOQ,2,12,n0OZo2zXwOQ_000002_000012
6ynZGQHQPtI,43,53,6ynZGQHQPtI_000043_000053
LcwOuM_4Ow4,43,53,LcwOuM_4Ow4_000043_000053
xayTdSFpk8k,2,12,xayTdSFpk8k_000002_000012
VArpU3KJ59A,4,14,VArpU3KJ59A_000004_000014
XI7qJHE61zo,37,47,XI7qJHE61zo_000037_000047
kYQsnLRX0b8,2,12,kYQsnLRX0b8_000002_000012
a45YZv86wco,7,17,a45YZv86wco_000007_000017
p61CEqAYLd8,1,11,p61CEqAYLd8_000001_000011
rVT9y_YQak0,58,68,rVT9y_YQak0_000058_000068
cMZVPfR5AJA,2,12,cMZVPfR5AJA_000002_000012
jntw6lCZIjQ,4,14,jntw6lCZIjQ_000004_000014
fdilrZpwbC4,26,36,fdilrZpwbC4_000026_000036
rD7f0YsP6Pw,8,18,rD7f0YsP6Pw_000008_000018
Dp-8QZE3jyA,0,10,Dp-8QZE3jyA_000000_000010
dF8XqyRMvqY,1,11,dF8XqyRMvqY_000001_000011
75OG3ZPffLU,23,33,75OG3ZPffLU_000023_000033
UTEZMCov9jo,32,42,UTEZMCov9jo_000032_000042
GLkal49h2hs,60,70,GLkal49h2hs_000060_000070
Ov-3VMFAzWM,9,19,Ov-3VMFAzWM_000009_000019
R547-iOgb6g,29,39,R547-iOgb6g_000029_000039
3NTlGQH4jdQ,0,10,3NTlGQH4jdQ_000000_000010
C6wnR2RphMs,29,39,C6wnR2RphMs_000029_000039
XGRWk-vdGow,18,28,XGRWk-vdGow_000018_000028
IMpZIh6nprw,99,109,IMpZIh6nprw_000099_000109
lB691ycRMU4,183,193,lB691ycRMU4_000183_000193
HOowDO2XIqk,0,10,HOowDO2XIqk_000000_000010
icDRrqhq8KY,31,41,icDRrqhq8KY_000031_000041
yd93Xi1GbqI,4,14,yd93Xi1GbqI_000004_000014
vbwYinoVuzo,8,18,vbwYinoVuzo_000008_000018
-F-aEPmjERo,43,53,-F-aEPmjERo_000043_000053
5eHjkaPXDwM,107,117,5eHjkaPXDwM_000107_000117
tAHyrcBt8ZM,36,46,tAHyrcBt8ZM_000036_000046
_SgMcaNWQpQ,28,38,_SgMcaNWQpQ_000028_000038
2n6MvpNewpI,53,63,2n6MvpNewpI_000053_000063
S25_8nBTdas,0,10,S25_8nBTdas_000000_000010
fu29_UHFaJY,1,11,fu29_UHFaJY_000001_000011
PFgO7mZ0AbY,6,16,PFgO7mZ0AbY_000006_000016
6ak1IED7SO4,26,36,6ak1IED7SO4_000026_000036
BIB1cqm7k9w,32,42,BIB1cqm7k9w_000032_000042
uta8QsjTNTc,1,11,uta8QsjTNTc_000001_000011
rwmZANSTF2s,0,10,rwmZANSTF2s_000000_000010
TOj-WjDFrjk,11,21,TOj-WjDFrjk_000011_000021
KHPwA6eoBGE,0,10,KHPwA6eoBGE_000000_000010
Nx3qnZtuyX8,33,43,Nx3qnZtuyX8_000033_000043
H08r2dav6fE,38,48,H08r2dav6fE_000038_000048
wj_AkzTSivI,0,10,wj_AkzTSivI_000000_000010
wFgky4tqX8g,1,11,wFgky4tqX8g_000001_000011
TNf35_p6V6g,14,24,TNf35_p6V6g_000014_000024
GA7VF95VJZA,23,33,GA7VF95VJZA_000023_000033
uDKeb5p2Xzg,115,125,uDKeb5p2Xzg_000115_000125
D-hV8z_gNs0,0,10,D-hV8z_gNs0_000000_000010
53eg4ma4FIs,0,10,53eg4ma4FIs_000000_000010
w0BD2S0tzA8,0,10,w0BD2S0tzA8_000000_000010
iKDb6tfsQQ4,50,60,iKDb6tfsQQ4_000050_000060
-Vxhx6-lSzU,1,11,-Vxhx6-lSzU_000001_000011
fWyWqClqK3k,0,10,fWyWqClqK3k_000000_000010
v1UEEaYF7NE,61,71,v1UEEaYF7NE_000061_000071
FGWVGbP2OOQ,0,10,FGWVGbP2OOQ_000000_000010
fXttQg71Q9k,3,13,fXttQg71Q9k_000003_000013
bAuBBsNRcuY,0,10,bAuBBsNRcuY_000000_000010
KJZLy5PVzvY,3,13,KJZLy5PVzvY_000003_000013
fRHIsnfeKMs,137,147,fRHIsnfeKMs_000137_000147
dwxIjDovx04,0,10,dwxIjDovx04_000000_000010
44wdOszl3Uk,204,214,44wdOszl3Uk_000204_000214
0LD-BeXuwJ8,24,34,0LD-BeXuwJ8_000024_000034
CAxgwVSwNMQ,31,41,CAxgwVSwNMQ_000031_000041
MVwDpSG5LcY,86,96,MVwDpSG5LcY_000086_000096
rTu2JAEIFVY,0,10,rTu2JAEIFVY_000000_000010
2GE5P8hxWno,1,11,2GE5P8hxWno_000001_000011
FN4bzVdySAA,1,11,FN4bzVdySAA_000001_000011
a0T4rNFVrpI,5,15,a0T4rNFVrpI_000005_000015
4NJe4oRKxOU,10,20,4NJe4oRKxOU_000010_000020
bSj_I8A7dc8,1,11,bSj_I8A7dc8_000001_000011
5PNJYpT8YMU,2,12,5PNJYpT8YMU_000002_000012
ttnIqyWNsb0,15,25,ttnIqyWNsb0_000015_000025
XxfHqUamiUY,0,10,XxfHqUamiUY_000000_000010
70vOOj3e3D8,2,12,70vOOj3e3D8_000002_000012
OCMDsZofTkU,6,16,OCMDsZofTkU_000006_000016
rnzTmZkGujc,0,10,rnzTmZkGujc_000000_000010
M6EAXJtUSNY,11,21,M6EAXJtUSNY_000011_000021
nXnsOZYTgqI,0,10,nXnsOZYTgqI_000000_000010
E_Bv56ivtrA,0,10,E_Bv56ivtrA_000000_000010
BFSI1GSWZF0,20,30,BFSI1GSWZF0_000020_000030
5L0Hy8hEwlA,15,25,5L0Hy8hEwlA_000015_000025
YtwdEGfrzX0,211,221,YtwdEGfrzX0_000211_000221
YBw86XlCiC0,256,266,YBw86XlCiC0_000256_000266
H--Ww0gGDWU,6,16,H--Ww0gGDWU_000006_000016
BejQK3yqJEg,17,27,BejQK3yqJEg_000017_000027
rTMGtO1F2uM,142,152,rTMGtO1F2uM_000142_000152
C5C3mofZzEM,145,155,C5C3mofZzEM_000145_000155
U5gedvvHHB8,423,433,U5gedvvHHB8_000423_000433
AGfzUftGR1c,1,11,AGfzUftGR1c_000001_000011
HO-5LyLBk00,944,954,HO-5LyLBk00_000944_000954
XsROLIaXrUI,1,11,XsROLIaXrUI_000001_000011
lf1uCA1LuIE,159,169,lf1uCA1LuIE_000159_000169
lhFY9s05p70,32,42,lhFY9s05p70_000032_000042
LaEnqXeU95g,91,101,LaEnqXeU95g_000091_000101
Emp6jM1B8p8,65,75,Emp6jM1B8p8_000065_000075
0xwWJV2SvQc,371,381,0xwWJV2SvQc_000371_000381
WCRqPVXwgD4,31,41,WCRqPVXwgD4_000031_000041
_8uj4hCgZCc,3,13,_8uj4hCgZCc_000003_000013
5Q3ucN4mL-M,763,773,5Q3ucN4mL-M_000763_000773
hrbLeE0DyjA,365,375,hrbLeE0DyjA_000365_000375
mvjJ_BmmY4w,4,14,mvjJ_BmmY4w_000004_000014
9i8Fo6WHY_g,3,13,9i8Fo6WHY_g_000003_000013
xjfsqf1W09o,556,566,xjfsqf1W09o_000556_000566
tmqTdsqayYE,114,124,tmqTdsqayYE_000114_000124
0y-EvGrP63s,378,388,0y-EvGrP63s_000378_000388
Nu38nqu7Zdo,57,67,Nu38nqu7Zdo_000057_000067
FhT7RgpkUvk,15,25,FhT7RgpkUvk_000015_000025
gX9Ph4KzVKY,119,129,gX9Ph4KzVKY_000119_000129
t6cToIQurTk,3,13,t6cToIQurTk_000003_000013
2NlvRWmDqY4,6,16,2NlvRWmDqY4_000006_000016
ySvt7w8irBY,151,161,ySvt7w8irBY_000151_000161
z1I8xh-FNCk,4,14,z1I8xh-FNCk_000004_000014
jhjDxrG2lfM,304,314,jhjDxrG2lfM_000304_000314
ynp5H31xLLI,30,40,ynp5H31xLLI_000030_000040
-0L4fgr5GE0,1,11,-0L4fgr5GE0_000001_000011
JDqd29v6_W0,119,129,JDqd29v6_W0_000119_000129
LvIQxfHtmVY,12,22,LvIQxfHtmVY_000012_000022
-0Li7rc78jQ,128,138,-0Li7rc78jQ_000128_000138
O9ZEepmB8fI,2,12,O9ZEepmB8fI_000002_000012
Dd5RtuHEJXw,101,111,Dd5RtuHEJXw_000101_000111
yzN1L8WbsZY,43,53,yzN1L8WbsZY_000043_000053
uPGlj9rb7DY,3,13,uPGlj9rb7DY_000003_000013
r-VzlvFWDoE,12,22,r-VzlvFWDoE_000012_000022
YdLP4L1zT5E,36,46,YdLP4L1zT5E_000036_000046
G7G6BS0Ufj4,0,10,G7G6BS0Ufj4_000000_000010
Xp4jGdegOHg,35,45,Xp4jGdegOHg_000035_000045
DJmvkDmmob8,0,10,DJmvkDmmob8_000000_000010
YElE_eF3j94,0,10,YElE_eF3j94_000000_000010
tfr3jWXdlhA,0,10,tfr3jWXdlhA_000000_000010
ArsLzvCfAFM,0,10,ArsLzvCfAFM_000000_000010
zRrRRCYAE-o,3,13,zRrRRCYAE-o_000003_000013
cng0N-mt9Ss,15,25,cng0N-mt9Ss_000015_000025
NO7edUquFqs,7,17,NO7edUquFqs_000007_000017
U6U1b61os-c,17,27,U6U1b61os-c_000017_000027
ycVRQe1BiiU,0,10,ycVRQe1BiiU_000000_000010
15qwsMlDRrk,0,10,15qwsMlDRrk_000000_000010
PGBAR1hQxG8,0,10,PGBAR1hQxG8_000000_000010
sh5Xa7LbrOw,0,10,sh5Xa7LbrOw_000000_000010
tfW5o6rYh4A,0,10,tfW5o6rYh4A_000000_000010
6KmMmRUHqw0,0,10,6KmMmRUHqw0_000000_000010
QDdsVIUmP10,2,12,QDdsVIUmP10_000002_000012
1val3qlpldk,26,36,1val3qlpldk_000026_000036
qGub2VbdeXk,0,10,qGub2VbdeXk_000000_000010
UCJMhrp34cA,1,11,UCJMhrp34cA_000001_000011
SoxEovoqyZY,0,10,SoxEovoqyZY_000000_000010
FlYUxQyB-34,0,10,FlYUxQyB-34_000000_000010
j8En6ujQSbM,0,10,j8En6ujQSbM_000000_000010
vfprsMxfi60,0,10,vfprsMxfi60_000000_000010
2lu7GVOvXD0,48,58,2lu7GVOvXD0_000048_000058
OcFrYqtd1sM,0,10,OcFrYqtd1sM_000000_000010
EJCWvCjPpL0,0,10,EJCWvCjPpL0_000000_000010
hQaYPWWVK7I,0,10,hQaYPWWVK7I_000000_000010
U8IITDKEfTg,0,10,U8IITDKEfTg_000000_000010
hHZV306bUOU,0,10,hHZV306bUOU_000000_000010
-zJQSexce4U,20,30,-zJQSexce4U_000020_000030
NC9e0TnVYk4,0,10,NC9e0TnVYk4_000000_000010
fOJWd5rpE0E,57,67,fOJWd5rpE0E_000057_000067
Kk2e-0ohKvA,35,45,Kk2e-0ohKvA_000035_000045
Or4fb1buIvk,10,20,Or4fb1buIvk_000010_000020
r96lRJtfYXY,6,16,r96lRJtfYXY_000006_000016
H2FuhJWeY1A,2,12,H2FuhJWeY1A_000002_000012
UEqUhxoCjOY,18,28,UEqUhxoCjOY_000018_000028
Gm191ElckKo,1,11,Gm191ElckKo_000001_000011
JBkqNySs0QY,0,10,JBkqNySs0QY_000000_000010
BJ7UAY8JieM,7,17,BJ7UAY8JieM_000007_000017
9HJbNmOdiAk,3,13,9HJbNmOdiAk_000003_000013
C2drA3uSw4Q,4,14,C2drA3uSw4Q_000004_000014
8Ro6oWHEfQ0,172,182,8Ro6oWHEfQ0_000172_000182
MdawM6Rjuss,38,48,MdawM6Rjuss_000038_000048
7DQHyqAtHTc,31,41,7DQHyqAtHTc_000031_000041
SkZRD5UzVwg,23,33,SkZRD5UzVwg_000023_000033
r6SODR9ENi8,7,17,r6SODR9ENi8_000007_000017
Uq2ABkgIJVU,16,26,Uq2ABkgIJVU_000016_000026
x1rnIJLkOnk,16,26,x1rnIJLkOnk_000016_000026
tG_9I4_OAFQ,3,13,tG_9I4_OAFQ_000003_000013
EZ-RjD1tPwk,11,21,EZ-RjD1tPwk_000011_000021
l8GV50-JvW4,15,25,l8GV50-JvW4_000015_000025
NYETkZm6BNk,31,41,NYETkZm6BNk_000031_000041
aSnPL3rlI10,11,21,aSnPL3rlI10_000011_000021
WVUwNsuue5g,0,10,WVUwNsuue5g_000000_000010
wzfZJKQSYOw,13,23,wzfZJKQSYOw_000013_000023
b9vF-F1LC5g,3,13,b9vF-F1LC5g_000003_000013
TsbgnTL4vfM,118,128,TsbgnTL4vfM_000118_000128
_RUnjv5vprM,21,31,_RUnjv5vprM_000021_000031
kE05OcXP5SE,12,22,kE05OcXP5SE_000012_000022
j5unBZQKFBQ,0,10,j5unBZQKFBQ_000000_000010
Qn2wlr7NkHM,43,53,Qn2wlr7NkHM_000043_000053
xqUNh4WuNM4,7,17,xqUNh4WuNM4_000007_000017
EW0EhBMCT60,26,36,EW0EhBMCT60_000026_000036
JGtTyDuf7Ac,39,49,JGtTyDuf7Ac_000039_000049
fI1YEN-9jCQ,3,13,fI1YEN-9jCQ_000003_000013
ObNa0HK7fcc,4,14,ObNa0HK7fcc_000004_000014
ALcst6wM7Qs,0,10,ALcst6wM7Qs_000000_000010
IdiVhgF1kLo,6,16,IdiVhgF1kLo_000006_000016
CZsz6D39stQ,10,20,CZsz6D39stQ_000010_000020
8c0u3orAwBI,55,65,8c0u3orAwBI_000055_000065
PnUE7lR1VVw,1,11,PnUE7lR1VVw_000001_000011
IxC9z7LBz7Y,0,10,IxC9z7LBz7Y_000000_000010
GNIYY0I-ZBw,2,12,GNIYY0I-ZBw_000002_000012
RYlymo6UGHE,3,13,RYlymo6UGHE_000003_000013
5n5D-KU3uVA,5,15,5n5D-KU3uVA_000005_000015
pzX8ZID05b0,414,424,pzX8ZID05b0_000414_000424
JvUuSpiTxBk,168,178,JvUuSpiTxBk_000168_000178
zdKgiOIwkuE,3,13,zdKgiOIwkuE_000003_000013
saGVOe4M7ho,60,70,saGVOe4M7ho_000060_000070
wRLgRLXRDY0,29,39,wRLgRLXRDY0_000029_000039
rPJTDr2eE-A,29,39,rPJTDr2eE-A_000029_000039
WrV-JBrgHsw,2,12,WrV-JBrgHsw_000002_000012
mlksNnm_sIo,12,22,mlksNnm_sIo_000012_000022
SJ4G-dYMrCY,7,17,SJ4G-dYMrCY_000007_000017
G4UHDUpJRH4,1,11,G4UHDUpJRH4_000001_000011
c-eri5HKplA,4,14,c-eri5HKplA_000004_000014
-9i4bm2OiZ4,10,20,-9i4bm2OiZ4_000010_000020
44EO6L1wBGk,3,13,44EO6L1wBGk_000003_000013
xwxFIv2TZD0,46,56,xwxFIv2TZD0_000046_000056
m7S7hRQVfm8,1,11,m7S7hRQVfm8_000001_000011
UdTjFdVvUUw,14,24,UdTjFdVvUUw_000014_000024
DOksF8MGEjI,32,42,DOksF8MGEjI_000032_000042
40m53gHd6-w,120,130,40m53gHd6-w_000120_000130
ZQQgRLIt078,2,12,ZQQgRLIt078_000002_000012
E6U2vHWzTME,25,35,E6U2vHWzTME_000025_000035
TOwjQ_RSm8s,20,30,TOwjQ_RSm8s_000020_000030
Raq_O9FHY7I,32,42,Raq_O9FHY7I_000032_000042
zY1hJ_V6zyg,55,65,zY1hJ_V6zyg_000055_000065
02BNFX5uZVA,12,22,02BNFX5uZVA_000012_000022
t5SHfHDj0uw,6,16,t5SHfHDj0uw_000006_000016
UP9xzyRuNyY,33,43,UP9xzyRuNyY_000033_000043
aKKaNYZTmNo,66,76,aKKaNYZTmNo_000066_000076
V1aEMiD5c9Q,334,344,V1aEMiD5c9Q_000334_000344
dugEs2OfQtY,149,159,dugEs2OfQtY_000149_000159
xkoRNHedKXQ,415,425,xkoRNHedKXQ_000415_000425
2QFRhSiKsAA,38,48,2QFRhSiKsAA_000038_000048
n76hkBT6X9Q,4,14,n76hkBT6X9Q_000004_000014
iXSp6ojzN7A,40,50,iXSp6ojzN7A_000040_000050
1dhlHTnoWBw,28,38,1dhlHTnoWBw_000028_000038
eXLygHF6El4,6,16,eXLygHF6El4_000006_000016
sMymLGt0D1o,10,20,sMymLGt0D1o_000010_000020
DY4lLaaQfmU,2,12,DY4lLaaQfmU_000002_000012
7x7L0i88ego,246,256,7x7L0i88ego_000246_000256
9XwNQKp4jp0,149,159,9XwNQKp4jp0_000149_000159
YqxV098aBzs,32,42,YqxV098aBzs_000032_000042
V4BNtCtuSQQ,0,10,V4BNtCtuSQQ_000000_000010
HAPBtb51NRM,53,63,HAPBtb51NRM_000053_000063
fzz065vOeT4,101,111,fzz065vOeT4_000101_000111
PNilatJe7p8,2,12,PNilatJe7p8_000002_000012
2RKIOsWiy3U,110,120,2RKIOsWiy3U_000110_000120
mHcs5WCtC-Q,5,15,mHcs5WCtC-Q_000005_000015
SOLwqEF6Iqw,145,155,SOLwqEF6Iqw_000145_000155
ulRzHOcDUgA,10,20,ulRzHOcDUgA_000010_000020
EQXYsaqXIjc,4,14,EQXYsaqXIjc_000004_000014
jpWILSI9mis,25,35,jpWILSI9mis_000025_000035
UiTWfuHs1wU,35,45,UiTWfuHs1wU_000035_000045
RoHYo2x9gbc,109,119,RoHYo2x9gbc_000109_000119
rin4oz7Fego,0,10,rin4oz7Fego_000000_000010
NaIs4_OcOWo,59,69,NaIs4_OcOWo_000059_000069
yQbZzgswYOU,15,25,yQbZzgswYOU_000015_000025
EDAIFrhNIXg,2,12,EDAIFrhNIXg_000002_000012
WQmTP_EIsoE,166,176,WQmTP_EIsoE_000166_000176
LEZgvXUaHi0,53,63,LEZgvXUaHi0_000053_000063
sBnQjcw4iSI,76,86,sBnQjcw4iSI_000076_000086
mVF4rp9hMoQ,190,200,mVF4rp9hMoQ_000190_000200
RgmvqrtMCs4,36,46,RgmvqrtMCs4_000036_000046
-iT2ugy-w_k,234,244,-iT2ugy-w_k_000234_000244
-XzzIl7hmS0,45,55,-XzzIl7hmS0_000045_000055
JdBVtOhaOFA,77,87,JdBVtOhaOFA_000077_000087
PmsGetlOKzs,23,33,PmsGetlOKzs_000023_000033
ooIWkUCu1OM,16,26,ooIWkUCu1OM_000016_000026
65AtfTu1uQc,18,28,65AtfTu1uQc_000018_000028
XLaMnPepsiY,458,468,XLaMnPepsiY_000458_000468
lVHtmtgOQAY,117,127,lVHtmtgOQAY_000117_000127
W8oS6CMQZM8,43,53,W8oS6CMQZM8_000043_000053
tIIiaBseEuY,297,307,tIIiaBseEuY_000297_000307
PF55W3yone0,65,75,PF55W3yone0_000065_000075
JVAaTJNrKFo,22,32,JVAaTJNrKFo_000022_000032
uPQUyeHlA10,274,284,uPQUyeHlA10_000274_000284
QNY_zQoxdKU,26,36,QNY_zQoxdKU_000026_000036
Rk_FQFbL0qk,166,176,Rk_FQFbL0qk_000166_000176
y6NB7Sk_KCA,16,26,y6NB7Sk_KCA_000016_000026
QCXhZJYkF9E,209,219,QCXhZJYkF9E_000209_000219
cyh6-CsvCU8,34,44,cyh6-CsvCU8_000034_000044
rVoHEdhmDmc,3,13,rVoHEdhmDmc_000003_000013
zkO6FT6mmrU,542,552,zkO6FT6mmrU_000542_000552
ipcp8HC1fKE,12,22,ipcp8HC1fKE_000012_000022
1IYq-yPYkh8,57,67,1IYq-yPYkh8_000057_000067
j3riAfosZDQ,36,46,j3riAfosZDQ_000036_000046
A8LdypDfR0k,26,36,A8LdypDfR0k_000026_000036
iYjDnrKMaSI,51,61,iYjDnrKMaSI_000051_000061
T-n8OrDnP2Y,8,18,T-n8OrDnP2Y_000008_000018
b0Wq9pO7p9s,74,84,b0Wq9pO7p9s_000074_000084
FU8eQ9lLDZY,18,28,FU8eQ9lLDZY_000018_000028
zb5sgNG79SA,686,696,zb5sgNG79SA_000686_000696
y1QPPgUEUJw,21,31,y1QPPgUEUJw_000021_000031
UXs7Q-SWdjo,162,172,UXs7Q-SWdjo_000162_000172
T3xx5FDGa3Y,23,33,T3xx5FDGa3Y_000023_000033
gqONx7VGYBM,137,147,gqONx7VGYBM_000137_000147
MXAklQTF7OI,2,12,MXAklQTF7OI_000002_000012
4AtA14Ox4j4,535,545,4AtA14Ox4j4_000535_000545
mrmF9sMKLCs,110,120,mrmF9sMKLCs_000110_000120
PqY_qjVN2p0,85,95,PqY_qjVN2p0_000085_000095
lIHWEBos7r8,8,18,lIHWEBos7r8_000008_000018
Chm3XWglaJs,337,347,Chm3XWglaJs_000337_000347
_fc9JbNggtM,67,77,_fc9JbNggtM_000067_000077
zsGeUrv3kro,0,10,zsGeUrv3kro_000000_000010
BzzrVcebRsY,7,17,BzzrVcebRsY_000007_000017
eO6-iwLyVIo,123,133,eO6-iwLyVIo_000123_000133
D3ZqHG-16sg,1107,1117,D3ZqHG-16sg_001107_001117
c14tIGBz9DI,148,158,c14tIGBz9DI_000148_000158
xsL2d6l6jRM,108,118,xsL2d6l6jRM_000108_000118
G6yruGy9Emo,0,10,G6yruGy9Emo_000000_000010
30G-LHyLv3Q,161,171,30G-LHyLv3Q_000161_000171
XVjBjwZCW3w,3485,3495,XVjBjwZCW3w_003485_003495
2p6B0q4RiPg,147,157,2p6B0q4RiPg_000147_000157
0FA_srSxlAY,141,151,0FA_srSxlAY_000141_000151
J4xS1GQ4mdY,87,97,J4xS1GQ4mdY_000087_000097
4UcmMY2MAvw,192,202,4UcmMY2MAvw_000192_000202
t8DZ1veaJhM,216,226,t8DZ1veaJhM_000216_000226
6MFkTueWG4Y,25,35,6MFkTueWG4Y_000025_000035
O5f8pqknJT0,10,20,O5f8pqknJT0_000010_000020
Nf6Bnbkn42A,239,249,Nf6Bnbkn42A_000239_000249
4HjIhO3AThU,57,67,4HjIhO3AThU_000057_000067
xlGC3086EG4,0,10,xlGC3086EG4_000000_000010
73InL2tdcms,76,86,73InL2tdcms_000076_000086
DhvGTJcbi2w,346,356,DhvGTJcbi2w_000346_000356
_wB0i0KpDCQ,53,63,_wB0i0KpDCQ_000053_000063
GCfvy2hUB6U,173,183,GCfvy2hUB6U_000173_000183
v57WOpyM5gw,20,30,v57WOpyM5gw_000020_000030
YKyR4QNRcFI,740,750,YKyR4QNRcFI_000740_000750
rnS0ToEBeoY,124,134,rnS0ToEBeoY_000124_000134
RLh7fFvMiWQ,23,33,RLh7fFvMiWQ_000023_000033
v3wG9xF7wiM,115,125,v3wG9xF7wiM_000115_000125
Tv9gF9pNTV4,69,79,Tv9gF9pNTV4_000069_000079
9eFEEUZv32Q,130,140,9eFEEUZv32Q_000130_000140
wpAojoFHzYg,0,10,wpAojoFHzYg_000000_000010
1nr-acrcFO8,322,332,1nr-acrcFO8_000322_000332
Dm6aEr3l2uw,450,460,Dm6aEr3l2uw_000450_000460
BIoJwkQ55dU,12,22,BIoJwkQ55dU_000012_000022
Kv4oRyYttLk,117,127,Kv4oRyYttLk_000117_000127
A3vU1LBebBY,326,336,A3vU1LBebBY_000326_000336
bJwS17-RHL0,0,10,bJwS17-RHL0_000000_000010
nsD3O9AWIDc,219,229,nsD3O9AWIDc_000219_000229
ab26E5Br8Gw,234,244,ab26E5Br8Gw_000234_000244
_DmH9dzbjuk,9,19,_DmH9dzbjuk_000009_000019
X4B6wz6TwXE,0,10,X4B6wz6TwXE_000000_000010
TAxcyASKbZ4,69,79,TAxcyASKbZ4_000069_000079
g8Shp9HRTow,174,184,g8Shp9HRTow_000174_000184
HXIMrqTaqQc,11,21,HXIMrqTaqQc_000011_000021
6CRnSBkRhyY,206,216,6CRnSBkRhyY_000206_000216
reLNUeiu5Ro,109,119,reLNUeiu5Ro_000109_000119
TwySlIejYPw,25,35,TwySlIejYPw_000025_000035
qGe_IvL9vAA,28,38,qGe_IvL9vAA_000028_000038
tCgYbe0v7WE,576,586,tCgYbe0v7WE_000576_000586
UEzfgklJwco,170,180,UEzfgklJwco_000170_000180
5-TwNPTApJs,20,30,5-TwNPTApJs_000020_000030
oVMHriEp7f0,126,136,oVMHriEp7f0_000126_000136
VU7LzqTqAw8,0,10,VU7LzqTqAw8_000000_000010
T0iRnc0kCV8,288,298,T0iRnc0kCV8_000288_000298
t1BauLqcxO0,33,43,t1BauLqcxO0_000033_000043
C0YchA_MSLA,113,123,C0YchA_MSLA_000113_000123
MC6ocz6ruNw,2,12,MC6ocz6ruNw_000002_000012
g_6DaO_fNlI,66,76,g_6DaO_fNlI_000066_000076
wcPr6Vv3Jdw,30,40,wcPr6Vv3Jdw_000030_000040
4yWd6S_mpfs,21,31,4yWd6S_mpfs_000021_000031
lmBYhNYdgt8,6,16,lmBYhNYdgt8_000006_000016
qTY4V2aAxU0,171,181,qTY4V2aAxU0_000171_000181
CQQdq5mfl10,270,280,CQQdq5mfl10_000270_000280
9agkgGk90p4,0,10,9agkgGk90p4_000000_000010
iEyTuX17CsQ,34,44,iEyTuX17CsQ_000034_000044
eB5YXjnoARs,4,14,eB5YXjnoARs_000004_000014
0dTXZbQyqqo,0,10,0dTXZbQyqqo_000000_000010
9g8UXWQ26mM,265,275,9g8UXWQ26mM_000265_000275
4_KD_EcjT-4,36,46,4_KD_EcjT-4_000036_000046
NAtH4RJcqN8,0,10,NAtH4RJcqN8_000000_000010
V_mcscxj2qs,4,14,V_mcscxj2qs_000004_000014
U37Vetqofs8,0,10,U37Vetqofs8_000000_000010
AVZtye6U8x0,31,41,AVZtye6U8x0_000031_000041
OS6Ia-MAAwA,1666,1676,OS6Ia-MAAwA_001666_001676
x3xS9NGoKEc,1,11,x3xS9NGoKEc_000001_000011
FPMHX607bgY,240,250,FPMHX607bgY_000240_000250
xJMgxnXI0GY,0,10,xJMgxnXI0GY_000000_000010
k8lEiKwwcUQ,100,110,k8lEiKwwcUQ_000100_000110
Eqfo2o34EUY,0,10,Eqfo2o34EUY_000000_000010
5zJNI2H1P4M,112,122,5zJNI2H1P4M_000112_000122
STfNHm18eL4,3,13,STfNHm18eL4_000003_000013
npSQAFYfni8,6,16,npSQAFYfni8_000006_000016
jRMd8kUwJAQ,169,179,jRMd8kUwJAQ_000169_000179
GoFJb86v1pg,0,10,GoFJb86v1pg_000000_000010
mI924LI4P-U,0,10,mI924LI4P-U_000000_000010
QaMVXnQzHZA,29,39,QaMVXnQzHZA_000029_000039
KyR9GKqxzlQ,0,10,KyR9GKqxzlQ_000000_000010
eFDcurD-6bY,77,87,eFDcurD-6bY_000077_000087
l3B-PG_6WBE,25,35,l3B-PG_6WBE_000025_000035
ZbgwG3VGuig,17,27,ZbgwG3VGuig_000017_000027
5qnJRBgeLgo,2,12,5qnJRBgeLgo_000002_000012
